Timestamp (s),Key Code,Analog Value (0.0-1.0)
185.9182,17,1.0
185.9208,17,1.0
185.9234,17,1.0
185.926,17,1.0
185.9286,17,1.0
185.9311,17,1.0
185.9337,17,1.0
185.9363,17,1.0
185.9388,17,1.0
185.9414,17,1.0
185.944,17,1.0
185.9462,17,1.0
185.9462,25,0.214
185.9487,17,1.0
185.9487,25,0.348
185.9513,5,0.118
185.9513,17,1.0
185.9513,25,0.495
185.9539,5,0.439
185.9539,17,1.0
185.9539,25,0.782
185.9565,5,0.691
185.9565,17,1.0
185.9565,25,1.0
185.9591,5,0.806
185.9591,17,1.0
185.9591,25,1.0
185.9617,5,0.924
185.9617,17,1.0
185.9617,25,1.0
185.9643,5,1.0
185.9643,17,1.0
185.9643,25,1.0
185.9666,5,1.0
185.9666,17,1.0
185.9666,25,1.0
185.9692,5,1.0
185.9692,17,0.993
185.9692,25,1.0
185.9719,5,1.0
185.9719,17,0.919
185.9719,25,1.0
185.9745,5,1.0
185.9745,17,0.849
185.9745,25,1.0
185.9771,5,1.0
185.9771,17,0.77
185.9771,25,1.0
185.9795,5,1.0
185.9795,17,0.59
185.9795,25,1.0
185.9821,5,1.0
185.9821,17,0.498
185.9821,25,1.0
185.9847,5,1.0
185.9847,17,0.317
185.9847,25,1.0
185.9873,5,1.0
185.9873,17,0.235
185.9873,25,1.0
185.9898,5,1.0
185.9898,17,0.152
185.9898,25,1.0
185.9924,5,1.0
185.9924,17,0.024
185.9924,25,1.0
185.995,5,1.0
185.995,25,1.0
185.9976,5,1.0
185.9976,25,1.0
186.0003,5,1.0
186.0003,25,1.0
186.0028,5,1.0
186.0028,25,1.0
186.0054,5,1.0
186.0054,25,1.0
186.008,5,1.0
186.008,25,1.0
186.0106,5,1.0
186.0106,25,1.0
186.0129,5,0.995
186.0129,25,1.0
186.0156,5,0.977
186.0156,25,1.0
186.0179,5,0.869
186.0179,17,0.094
186.0179,25,1.0
186.0206,5,0.799
186.0206,17,0.155
186.0206,25,1.0
186.0232,5,0.723
186.0232,17,0.235
186.0232,25,0.999
186.0257,5,0.536
186.0257,17,0.409
186.0257,25,0.966
186.0284,5,0.423
186.0284,17,0.63
186.0284,25,0.864
186.031,5,0.189
186.031,17,0.743
186.031,25,0.769
186.0336,5,0.052
186.0336,17,0.868
186.0336,25,0.677
186.0361,17,0.996
186.0361,25,0.591
186.0387,17,1.0
186.0387,25,0.388
186.0412,17,1.0
186.0412,25,0.287
186.0438,17,1.0
186.0438,25,0.058
186.0464,17,1.0
186.0489,17,1.0
186.0515,17,1.0
186.0541,17,1.0
186.0567,17,1.0
186.0595,17,1.0
186.0622,17,1.0
186.0647,17,1.0
186.0673,17,1.0
186.0699,17,1.0
186.0725,17,1.0
186.0752,17,1.0
186.0778,17,1.0
186.0805,17,1.0
186.0831,17,1.0
186.0856,17,1.0
186.0878,17,1.0
186.0901,17,1.0
186.0928,17,1.0
186.0953,17,1.0
186.0979,17,1.0
186.1005,17,1.0
186.103,17,1.0
186.103,25,0.068
186.1056,5,0.088
186.1056,17,1.0
186.1056,25,0.273
186.1082,5,0.246
186.1082,17,1.0
186.1082,25,0.478
186.1108,5,0.518
186.1108,17,1.0
186.1108,25,0.852
186.1135,5,0.774
186.1135,17,1.0
186.1135,25,1.0
186.116,5,0.901
186.116,17,1.0
186.116,25,1.0
186.1186,5,1.0
186.1186,17,1.0
186.1186,25,1.0
186.1212,5,1.0
186.1212,17,1.0
186.1212,25,1.0
186.1234,5,1.0
186.1234,17,1.0
186.1234,25,1.0
186.126,5,1.0
186.126,17,1.0
186.126,25,1.0
186.1285,5,1.0
186.1285,17,1.0
186.1285,25,1.0
186.1312,5,1.0
186.1312,17,0.987
186.1312,25,1.0
186.1338,5,1.0
186.1338,17,0.875
186.1338,25,1.0
186.1364,5,1.0
186.1364,17,0.791
186.1364,25,1.0
186.139,5,1.0
186.139,17,0.698
186.139,25,1.0
186.1417,5,1.0
186.1417,17,0.508
186.1417,25,1.0
186.1442,5,1.0
186.1442,17,0.417
186.1442,25,1.0
186.1465,5,1.0
186.1465,17,0.26
186.1465,25,1.0
186.1491,5,1.0
186.1491,17,0.196
186.1491,25,1.0
186.1517,5,1.0
186.1517,17,0.148
186.1517,25,1.0
186.1541,5,1.0
186.1541,17,0.109
186.1541,25,1.0
186.1567,5,1.0
186.1567,17,0.069
186.1567,25,1.0
186.1593,5,1.0
186.1593,17,0.064
186.1593,25,1.0
186.1618,5,1.0
186.1618,17,0.064
186.1618,25,1.0
186.1644,5,0.998
186.1644,17,0.074
186.1644,25,1.0
186.1669,5,0.997
186.1669,17,0.114
186.1669,25,1.0
186.1691,5,0.995
186.1691,17,0.166
186.1691,25,1.0
186.1717,5,0.939
186.1717,17,0.289
186.1717,25,1.0
186.1742,5,0.891
186.1742,17,0.344
186.1742,25,1.0
186.1768,5,0.755
186.1768,17,0.459
186.1768,25,1.0
186.1794,5,0.663
186.1794,17,0.52
186.1794,25,1.0
186.1821,5,0.561
186.1821,17,0.585
186.1821,25,1.0
186.1847,5,0.319
186.1847,17,0.725
186.1847,25,1.0
186.1873,5,0.183
186.1873,17,0.802
186.1873,25,1.0
186.19,17,0.963
186.19,25,1.0
186.1926,17,1.0
186.1926,25,1.0
186.1952,17,1.0
186.1952,25,0.992
186.1977,17,1.0
186.1977,25,0.955
186.2003,17,1.0
186.2003,25,0.878
186.2029,17,1.0
186.2029,25,0.82
186.2055,17,1.0
186.2055,25,0.674
186.2081,17,1.0
186.2081,25,0.588
186.2106,17,1.0
186.2106,25,0.405
186.2132,17,1.0
186.2132,25,0.314
186.2158,17,1.0
186.2158,25,0.149
186.2184,17,1.0
186.2184,25,0.068
186.221,17,1.0
186.221,25,0.022
186.2236,17,1.0
186.2236,25,0.022
186.226,17,1.0
186.226,25,0.022
186.2287,17,1.0
186.2312,17,1.0
186.2334,17,1.0
186.236,17,1.0
186.236,25,0.02
186.2386,17,1.0
186.2386,25,0.061
186.2411,17,1.0
186.2411,25,0.086
186.2437,17,1.0
186.2437,25,0.172
186.246,17,1.0
186.246,25,0.219
186.2483,17,1.0
186.2483,25,0.345
186.2509,17,1.0
186.2509,25,0.417
186.2535,17,1.0
186.2535,25,0.579
186.2561,17,1.0
186.2561,25,0.668
186.2584,5,0.125
186.2584,17,1.0
186.2584,25,0.89
186.261,5,0.2
186.261,17,1.0
186.261,25,1.0
186.2638,5,0.349
186.2638,17,1.0
186.2638,25,1.0
186.2664,5,0.438
186.2664,17,1.0
186.2664,25,1.0
186.2691,5,0.536
186.2691,17,1.0
186.2691,25,1.0
186.2715,5,0.748
186.2715,17,0.985
186.2715,25,1.0
186.2742,5,0.851
186.2742,17,0.975
186.2742,25,1.0
186.2768,5,1.0
186.2768,17,0.947
186.2768,25,1.0
186.2794,5,1.0
186.2794,17,0.928
186.2794,25,1.0
186.2821,5,1.0
186.2821,17,0.901
186.2821,25,1.0
186.2848,5,1.0
186.2848,17,0.835
186.2848,25,1.0
186.2873,5,1.0
186.2873,17,0.804
186.2873,25,1.0
186.2899,5,1.0
186.2899,17,0.748
186.2899,25,1.0
186.2926,5,1.0
186.2926,17,0.72
186.2926,25,1.0
186.2953,5,1.0
186.2953,17,0.691
186.2953,25,1.0
186.2978,5,1.0
186.2978,17,0.634
186.2978,25,1.0
186.3004,5,1.0
186.3004,17,0.58
186.3004,25,1.0
186.303,5,1.0
186.303,17,0.554
186.303,25,1.0
186.3056,5,1.0
186.3056,17,0.529
186.3056,25,1.0
186.3082,5,1.0
186.3082,17,0.507
186.3082,25,1.0
186.3108,5,1.0
186.3108,17,0.483
186.3108,25,1.0
186.3134,5,0.996
186.3134,17,0.486
186.3134,25,1.0
186.316,5,0.953
186.316,17,0.5
186.316,25,1.0
186.3186,5,0.923
186.3186,17,0.523
186.3186,25,1.0
186.3212,5,0.888
186.3212,17,0.549
186.3212,25,1.0
186.3237,5,0.794
186.3237,17,0.622
186.3237,25,0.983
186.3263,5,0.74
186.3263,17,0.668
186.3263,25,0.951
186.3288,5,0.612
186.3288,17,0.78
186.3288,25,0.85
186.3314,5,0.543
186.3314,17,0.845
186.3314,25,0.793
186.334,5,0.458
186.334,17,0.912
186.334,25,0.735
186.3366,5,0.279
186.3366,17,1.0
186.3366,25,0.604
186.3391,5,0.185
186.3391,17,1.0
186.3391,25,0.537
186.3417,17,1.0
186.3417,25,0.392
186.3443,17,1.0
186.3443,25,0.317
186.3469,17,1.0
186.3469,25,0.153
186.3495,17,1.0
186.3495,25,0.02
186.352,17,1.0
186.352,25,0.02
186.3546,17,1.0
186.3546,25,0.017
186.3569,17,1.0
186.3569,25,0.017
186.3596,17,1.0
186.3621,17,1.0
186.3647,17,0.999
186.3672,17,0.999
186.3694,17,0.999
186.372,17,0.999
186.3747,17,0.999
186.377,17,0.999
186.3797,17,0.999
186.3819,17,0.999
186.3845,17,0.999
186.3871,17,0.999
186.3897,17,1.0
186.3922,17,1.0
186.3948,17,1.0
186.3974,17,1.0
186.4,17,0.997
186.4026,17,0.962
186.4051,17,0.941
186.4051,25,0.017
186.4076,17,0.903
186.4076,25,0.198
186.4102,17,0.894
186.4102,25,0.314
186.4128,17,0.889
186.4128,25,0.552
186.415,17,0.889
186.415,25,0.679
186.4176,17,0.911
186.4176,25,0.957
186.4201,5,0.033
186.4201,17,0.934
186.4201,25,1.0
186.4227,5,0.171
186.4227,17,0.955
186.4227,25,1.0
186.4253,5,0.279
186.4253,17,0.986
186.4253,25,1.0
186.4276,5,0.468
186.4276,17,1.0
186.4276,25,1.0
186.4299,5,0.559
186.4299,17,1.0
186.4299,25,1.0
186.4326,5,0.712
186.4326,17,1.0
186.4326,25,1.0
186.4352,5,0.78
186.4352,17,1.0
186.4352,25,1.0
186.4375,5,0.84
186.4375,17,0.934
186.4375,25,1.0
186.4401,5,0.932
186.4401,17,0.868
186.4401,25,1.0
186.4424,5,0.967
186.4424,17,0.828
186.4424,25,1.0
186.445,5,1.0
186.445,17,0.788
186.445,25,1.0
186.4476,5,1.0
186.4476,17,0.724
186.4476,25,1.0
186.4502,5,1.0
186.4502,17,0.697
186.4502,25,1.0
186.4528,5,1.0
186.4528,17,0.621
186.4528,25,1.0
186.4553,5,0.99
186.4553,17,0.572
186.4553,25,1.0
186.4579,5,0.976
186.4579,17,0.529
186.4579,25,1.0
186.4606,5,0.935
186.4606,17,0.451
186.4606,25,1.0
186.4632,5,0.91
186.4632,17,0.421
186.4632,25,1.0
186.4657,5,0.841
186.4657,17,0.381
186.4657,25,1.0
186.4684,5,0.801
186.4684,17,0.373
186.4684,25,1.0
186.471,5,0.75
186.471,17,0.371
186.471,25,1.0
186.4735,5,0.617
186.4735,17,0.377
186.4735,25,1.0
186.4762,5,0.544
186.4762,17,0.39
186.4762,25,1.0
186.4787,5,0.379
186.4787,17,0.458
186.4787,25,1.0
186.4813,5,0.283
186.4813,17,0.492
186.4813,25,1.0
186.4835,5,0.175
186.4835,17,0.527
186.4835,25,1.0
186.486,5,0.075
186.486,17,0.568
186.486,25,1.0
186.4887,17,0.661
186.4887,25,0.97
186.4912,17,0.714
186.4912,25,0.928
186.4937,17,0.842
186.4937,25,0.801
186.4963,17,0.988
186.4963,25,0.672
186.4988,17,1.0
186.4988,25,0.598
186.5014,17,1.0
186.5014,25,0.442
186.504,17,1.0
186.504,25,0.36
186.5066,17,1.0
186.5066,25,0.193
186.5091,17,1.0
186.5091,25,0.106
186.5117,17,1.0
186.5143,17,1.0
186.5169,17,1.0
186.5196,17,1.0
186.5223,17,1.0
186.5248,17,1.0
186.5274,17,1.0
186.53,17,1.0
186.5326,17,1.0
186.5349,17,1.0
186.5376,17,1.0
186.5376,25,0.025
186.5401,17,1.0
186.5401,25,0.078
186.5427,17,1.0
186.5427,25,0.252
186.5452,5,0.077
186.5452,17,1.0
186.5452,25,0.335
186.5478,5,0.325
186.5478,17,1.0
186.5478,25,0.535
186.5503,5,0.422
186.5503,17,1.0
186.5503,25,0.644
186.5526,5,0.627
186.5526,17,0.99
186.5526,25,0.883
186.5551,5,0.723
186.5551,17,0.976
186.5551,25,1.0
186.5577,5,0.825
186.5577,17,0.956
186.5577,25,1.0
186.5603,5,0.926
186.5603,17,0.927
186.5603,25,1.0
186.5632,5,1.0
186.5632,17,0.85
186.5632,25,1.0
186.5657,5,1.0
186.5657,17,0.762
186.5657,25,1.0
186.5683,5,1.0
186.5683,17,0.706
186.5683,25,1.0
186.5709,5,1.0
186.5709,17,0.646
186.5709,25,1.0
186.573,5,1.0
186.573,17,0.557
186.573,25,1.0
186.5753,5,1.0
186.5753,17,0.457
186.5753,25,1.0
186.5776,5,1.0
186.5776,17,0.246
186.5776,25,1.0
186.5802,5,1.0
186.5802,17,0.153
186.5802,25,1.0
186.5826,5,1.0
186.5826,25,1.0
186.5855,5,1.0
186.5855,25,1.0
186.5881,5,1.0
186.5881,25,1.0
186.5908,5,1.0
186.5908,25,1.0
186.5933,5,1.0
186.5933,25,1.0
186.5958,5,1.0
186.5958,25,1.0
186.5983,5,1.0
186.5983,25,1.0
186.6009,5,1.0
186.6009,25,1.0
186.6036,5,1.0
186.6036,25,1.0
186.606,5,1.0
186.606,25,1.0
186.6086,5,0.985
186.6086,25,1.0
186.6112,5,0.956
186.6112,25,1.0
186.6136,5,0.883
186.6136,25,1.0
186.6162,5,0.84
186.6162,25,1.0
186.6188,5,0.741
186.6188,25,1.0
186.6215,5,0.623
186.6215,25,0.969
186.624,5,0.555
186.624,25,0.941
186.6266,5,0.411
186.6266,25,0.823
186.6292,5,0.318
186.6292,25,0.749
186.632,5,0.153
186.632,25,0.607
186.6345,5,0.063
186.6345,17,0.017
186.6345,25,0.529
186.6371,17,0.132
186.6371,25,0.457
186.6395,17,0.337
186.6395,25,0.327
186.6421,17,0.457
186.6421,25,0.273
186.6447,17,0.71
186.6447,25,0.155
186.6472,17,0.987
186.6472,25,0.061
186.6498,17,1.0
186.6498,25,0.025
186.6524,17,1.0
186.6524,25,0.02
186.655,17,1.0
186.655,25,0.017
186.6576,17,1.0
186.6576,25,0.017
186.6602,17,1.0
186.6602,25,0.017
186.6628,17,1.0
186.6654,17,1.0
186.668,17,1.0
186.6706,17,1.0
186.6731,17,1.0
186.6757,17,1.0
186.678,17,1.0
186.6806,17,1.0
186.6832,17,1.0
186.6858,17,1.0
186.6879,17,1.0
186.6905,17,1.0
186.6931,17,1.0
186.6957,17,1.0
186.6981,17,1.0
186.6981,25,0.025
186.7007,17,1.0
186.7007,25,0.149
186.7033,17,1.0
186.7033,25,0.243
186.7055,5,0.017
186.7055,17,1.0
186.7055,25,0.432
186.708,5,0.105
186.708,17,1.0
186.708,25,0.543
186.7103,5,0.189
186.7103,17,1.0
186.7103,25,0.664
186.7129,5,0.352
186.7129,17,1.0
186.7129,25,0.935
186.7155,5,0.429
186.7155,17,0.999
186.7155,25,1.0
186.7181,5,0.507
186.7181,17,0.992
186.7181,25,1.0
186.7207,5,0.687
186.7207,17,0.97
186.7207,25,1.0
186.7232,5,0.783
186.7232,17,0.949
186.7232,25,1.0
186.7258,5,0.962
186.7258,17,0.897
186.7258,25,1.0
186.7283,5,1.0
186.7283,17,0.864
186.7283,25,1.0
186.7308,5,1.0
186.7308,17,0.831
186.7308,25,1.0
186.7334,5,1.0
186.7334,17,0.754
186.7334,25,1.0
186.736,5,1.0
186.736,17,0.702
186.736,25,1.0
186.7386,5,1.0
186.7386,17,0.559
186.7386,25,1.0
186.7408,5,1.0
186.7408,17,0.493
186.7408,25,1.0
186.7434,5,1.0
186.7434,17,0.431
186.7434,25,1.0
186.746,5,1.0
186.746,17,0.328
186.746,25,1.0
186.7486,5,1.0
186.7486,17,0.282
186.7486,25,1.0
186.7511,5,1.0
186.7511,17,0.239
186.7511,25,1.0
186.7536,5,1.0
186.7536,17,0.184
186.7536,25,1.0
186.7562,5,1.0
186.7562,17,0.166
186.7562,25,1.0
186.7588,5,0.946
186.7588,17,0.135
186.7588,25,1.0
186.7614,5,0.908
186.7614,17,0.13
186.7614,25,1.0
186.7641,5,0.874
186.7641,17,0.13
186.7641,25,1.0
186.7666,5,0.799
186.7666,17,0.132
186.7666,25,1.0
186.7692,5,0.756
186.7692,17,0.153
186.7692,25,1.0
186.7718,5,0.652
186.7718,17,0.228
186.7718,25,1.0
186.7742,5,0.599
186.7742,17,0.277
186.7742,25,1.0
186.7768,5,0.543
186.7768,17,0.326
186.7768,25,1.0
186.7793,5,0.487
186.7793,17,0.381
186.7793,25,1.0
186.7819,5,0.38
186.7819,17,0.51
186.7819,25,1.0
186.7845,5,0.27
186.7845,17,0.667
186.7845,25,1.0
186.7871,5,0.206
186.7871,17,0.758
186.7871,25,1.0
186.7895,5,0.137
186.7895,17,0.852
186.7895,25,1.0
186.7917,5,0.07
186.7917,17,0.952
186.7917,25,0.996
186.7939,17,1.0
186.7939,25,0.952
186.7965,17,1.0
186.7965,25,0.919
186.799,17,1.0
186.799,25,0.829
186.8016,17,1.0
186.8016,25,0.713
186.8041,17,1.0
186.8041,25,0.643
186.8065,17,1.0
186.8065,25,0.483
186.8091,17,1.0
186.8091,25,0.392
186.8123,17,1.0
186.8123,25,0.202
186.8149,17,1.0
186.8149,25,0.101
186.8175,17,1.0
186.8201,17,1.0
186.8226,17,1.0
186.8251,17,1.0
186.8275,17,1.0
186.8301,17,1.0
186.8326,17,1.0
186.835,17,1.0
186.8375,17,1.0
186.8401,17,1.0
186.8401,25,0.022
186.8426,17,1.0
186.8426,25,0.068
186.8452,17,1.0
186.8452,25,0.189
186.8481,5,0.055
186.8481,17,1.0
186.8481,25,0.262
186.8506,5,0.189
186.8506,17,1.0
186.8506,25,0.438
186.8533,5,0.246
186.8533,17,1.0
186.8533,25,0.54
186.8558,5,0.301
186.8558,17,1.0
186.8558,25,0.653
186.8585,5,0.425
186.8585,17,1.0
186.8585,25,0.894
186.8611,5,0.497
186.8611,17,1.0
186.8611,25,1.0
186.8634,5,0.573
186.8634,17,0.976
186.8634,25,1.0
186.8661,5,0.749
186.8661,17,0.95
186.8661,25,1.0
186.8687,5,0.846
186.8687,17,0.915
186.8687,25,1.0
186.8713,5,1.0
186.8713,17,0.845
186.8713,25,1.0
186.8739,5,1.0
186.8739,17,0.804
186.8739,25,1.0
186.8765,5,1.0
186.8765,17,0.717
186.8765,25,1.0
186.8791,5,1.0
186.8791,17,0.642
186.8791,25,1.0
186.8817,5,1.0
186.8817,17,0.557
186.8817,25,1.0
186.8841,5,1.0
186.8841,17,0.394
186.8841,25,1.0
186.8866,5,1.0
186.8866,17,0.329
186.8866,25,1.0
186.8892,5,1.0
186.8892,17,0.272
186.8892,25,1.0
186.8917,5,1.0
186.8917,17,0.174
186.8917,25,1.0
186.8943,5,1.0
186.8943,17,0.123
186.8943,25,1.0
186.8968,5,1.0
186.8968,17,0.049
186.8968,25,1.0
186.899,5,0.997
186.899,17,0.017
186.899,25,1.0
186.9017,5,0.984
186.9017,17,0.017
186.9017,25,1.0
186.9043,5,0.97
186.9043,17,0.017
186.9043,25,1.0
186.9065,5,0.946
186.9065,25,1.0
186.9091,5,0.932
186.9091,25,1.0
186.9117,5,0.901
186.9117,25,1.0
186.914,5,0.882
186.914,25,1.0
186.9167,5,0.831
186.9167,25,1.0
186.9192,5,0.797
186.9192,17,0.024
186.9192,25,1.0
186.9218,5,0.711
186.9218,17,0.096
186.9218,25,1.0
186.9244,5,0.656
186.9244,17,0.148
186.9244,25,1.0
186.927,5,0.587
186.927,17,0.203
186.927,25,1.0
186.9296,5,0.415
186.9296,17,0.32
186.9296,25,1.0
186.9322,5,0.322
186.9322,17,0.381
186.9322,25,1.0
186.9348,5,0.107
186.9348,17,0.54
186.9348,25,1.0
186.9373,17,0.632
186.9373,25,1.0
186.9399,17,0.819
186.9399,25,1.0
186.9425,17,1.0
186.9425,25,0.992
186.9451,17,1.0
186.9451,25,0.972
186.9477,17,1.0
186.9477,25,0.912
186.9503,17,1.0
186.9503,25,0.86
186.9529,17,1.0
186.9529,25,0.734
186.9555,17,1.0
186.9555,25,0.658
186.958,17,1.0
186.958,25,0.472
186.9607,17,1.0
186.9607,25,0.361
186.9629,17,1.0
186.9629,25,0.119
186.9655,17,1.0
186.9682,17,1.0
186.9704,17,1.0
186.973,17,1.0
186.9756,17,1.0
186.9781,17,1.0
186.9803,17,1.0
186.9827,17,1.0
186.9853,17,1.0
186.9878,17,1.0
186.9904,17,1.0
186.993,17,1.0
186.9956,17,1.0
186.998,5,0.03
186.998,17,1.0
187.0004,5,0.175
187.0004,17,1.0
187.0031,5,0.327
187.0031,17,1.0
187.0031,25,0.055
187.0056,5,0.635
187.0056,17,1.0
187.0056,25,0.241
187.0082,5,0.797
187.0082,17,1.0
187.0082,25,0.331
187.0108,5,1.0
187.0108,17,1.0
187.0108,25,0.5
187.0134,5,1.0
187.0134,17,1.0
187.0134,25,0.588
187.0159,5,1.0
187.0159,17,0.995
187.0159,25,0.676
187.0185,5,1.0
187.0185,17,0.967
187.0185,25,0.863
187.0211,5,1.0
187.0211,17,0.94
187.0211,25,0.95
187.0237,5,1.0
187.0237,17,0.855
187.0237,25,1.0
187.0261,5,1.0
187.0261,17,0.788
187.0261,25,1.0
187.0287,5,1.0
187.0287,17,0.709
187.0287,25,1.0
187.0309,5,1.0
187.0309,17,0.513
187.0309,25,1.0
187.0335,5,1.0
187.0335,17,0.4
187.0335,25,1.0
187.0361,5,1.0
187.0361,17,0.28
187.0361,25,1.0
187.0386,5,1.0
187.0386,17,0.043
187.0386,25,1.0
187.0415,5,1.0
187.0415,25,1.0
187.0441,5,1.0
187.0441,25,1.0
187.0467,5,1.0
187.0467,25,1.0
187.0493,5,1.0
187.0493,25,1.0
187.0516,5,1.0
187.0516,25,1.0
187.0538,5,1.0
187.0538,25,1.0
187.0565,5,1.0
187.0565,25,1.0
187.059,5,1.0
187.059,25,0.99
187.0616,5,1.0
187.0616,25,0.981
187.0639,5,1.0
187.0639,25,0.958
187.0665,5,1.0
187.0665,25,0.939
187.0691,5,1.0
187.0691,25,0.921
187.0717,5,1.0
187.0717,25,0.878
187.0742,5,1.0
187.0742,25,0.853
187.0769,5,1.0
187.0769,25,0.801
187.0795,5,1.0
187.0795,25,0.743
187.0822,5,1.0
187.0822,25,0.713
187.0848,5,1.0
187.0848,25,0.657
187.0874,5,1.0
187.0874,25,0.61
187.09,5,1.0
187.09,25,0.587
187.0926,5,1.0
187.0926,25,0.551
187.0952,5,1.0
187.0952,25,0.54
187.0976,5,1.0
187.0976,25,0.529
187.1002,5,1.0
187.1002,25,0.514
187.1026,5,1.0
187.1026,25,0.508
187.105,5,1.0
187.105,25,0.5
187.1077,5,1.0
187.1077,25,0.498
187.1103,5,1.0
187.1103,25,0.496
187.1129,5,1.0
187.1129,25,0.496
187.1155,5,1.0
187.1155,25,0.495
187.1181,5,1.0
187.1181,25,0.495
187.1207,5,1.0
187.1207,25,0.495
187.1233,5,1.0
187.1233,25,0.495
187.1258,5,1.0
187.1258,25,0.495
187.1285,5,1.0
187.1285,25,0.494
187.1311,5,1.0
187.1311,25,0.494
187.1335,5,1.0
187.1335,25,0.494
187.1361,5,1.0
187.1361,25,0.494
187.1386,5,1.0
187.1386,25,0.495
187.1412,5,1.0
187.1412,25,0.5
187.1437,5,1.0
187.1437,25,0.5
187.1461,5,1.0
187.1461,25,0.5
187.1487,5,1.0
187.1487,25,0.5
187.1513,5,1.0
187.1513,25,0.5
187.1538,5,1.0
187.1538,25,0.5
187.1565,5,1.0
187.1565,25,0.497
187.1591,5,1.0
187.1591,25,0.49
187.1617,5,1.0
187.1617,25,0.473
187.1643,5,1.0
187.1643,25,0.462
187.1671,5,1.0
187.1671,25,0.434
187.1697,5,1.0
187.1697,25,0.406
187.1722,5,1.0
187.1722,25,0.388
187.1748,5,1.0
187.1748,25,0.354
187.1774,5,1.0
187.1774,25,0.334
187.1801,5,1.0
187.1801,25,0.298
187.1827,5,1.0
187.1827,25,0.279
187.1853,5,1.0
187.1853,25,0.257
187.1879,5,1.0
187.1879,25,0.208
187.1902,5,1.0
187.1902,25,0.178
187.1928,5,1.0
187.1928,25,0.119
187.1954,5,1.0
187.1954,25,0.045
187.198,5,1.0
187.2006,5,1.0
187.2028,5,1.0
187.2054,5,1.0
187.208,5,0.99
187.2106,5,0.889
187.213,5,0.792
187.2153,5,0.543
187.2179,5,0.195
187.2232,10,0.039
187.3028,17,0.346
187.3055,17,0.801
187.3081,17,0.985
187.3106,17,1.0
187.3133,17,1.0
187.3158,17,1.0
187.3184,17,1.0
187.3209,17,1.0
187.3236,17,1.0
187.3259,17,1.0
187.3285,17,1.0
187.3311,17,1.0
187.3337,17,1.0
187.3362,17,1.0
187.3389,17,1.0
187.3415,17,1.0
187.3441,17,1.0
187.3465,17,0.986
187.3492,17,0.902
187.3517,17,0.771
187.3542,17,0.691
187.3567,17,0.502
187.3593,17,0.292
187.362,17,0.062
187.3865,25,0.448
187.3891,25,1.0
187.3916,25,1.0
187.394,5,0.093
187.394,25,1.0
187.3966,5,0.455
187.3966,25,1.0
187.3966,27,0.071
187.3993,5,0.817
187.3993,25,1.0
187.3993,27,0.257
187.4019,5,1.0
187.4019,25,1.0
187.4019,27,0.261
187.4045,5,1.0
187.4045,25,1.0
187.4045,27,0.221
187.4071,5,0.999
187.4071,25,1.0
187.4071,27,0.11
187.4096,5,0.993
187.4096,25,1.0
187.4096,27,0.021
187.4122,5,0.985
187.4122,25,1.0
187.4144,5,0.983
187.4144,25,1.0
187.4166,5,0.978
187.4166,25,1.0
187.4192,5,0.966
187.4192,25,1.0
187.4218,5,0.906
187.4218,25,1.0
187.424,5,0.859
187.424,25,1.0
187.4263,5,0.804
187.4263,25,1.0
187.429,5,0.669
187.429,25,1.0
187.4313,5,0.593
187.4313,25,1.0
187.4339,5,0.427
187.4339,25,1.0
187.4365,5,0.342
187.4365,25,1.0
187.4391,5,0.255
187.4391,25,1.0
187.4414,5,0.09
187.4414,25,1.0
187.444,25,1.0
187.4466,17,0.064
187.4466,25,1.0
187.4491,17,0.245
187.4491,25,1.0
187.4516,17,0.358
187.4516,25,1.0
187.4542,17,0.618
187.4542,25,1.0
187.4568,17,0.766
187.4568,25,1.0
187.4593,17,1.0
187.4593,25,0.977
187.462,17,1.0
187.462,25,0.934
187.4645,17,1.0
187.4645,25,0.902
187.4672,17,1.0
187.4672,25,0.82
187.4701,17,1.0
187.4701,25,0.761
187.4723,17,1.0
187.4723,25,0.61
187.4749,17,1.0
187.4749,25,0.52
187.4776,17,1.0
187.4776,25,0.306
187.4802,17,1.0
187.4802,25,0.191
187.4828,17,1.0
187.4854,17,1.0
187.4881,17,1.0
187.4907,17,1.0
187.4933,17,1.0
187.4959,17,1.0
187.4985,17,1.0
187.5011,17,1.0
187.5033,17,1.0
187.5059,17,1.0
187.5084,17,1.0
187.5111,17,1.0
187.5137,17,1.0
187.5161,17,1.0
187.5187,17,1.0
187.5214,17,1.0
187.524,17,1.0
187.524,25,0.061
187.5266,17,1.0
187.5266,25,0.285
187.5292,17,1.0
187.5292,25,0.401
187.5315,17,1.0
187.5315,25,0.646
187.5341,17,1.0
187.5341,25,0.78
187.5367,17,1.0
187.5367,25,1.0
187.5392,17,0.996
187.5392,25,1.0
187.5418,17,0.98
187.5418,25,1.0
187.5443,17,0.93
187.5443,25,1.0
187.5468,17,0.891
187.5468,25,1.0
187.5495,5,0.208
187.5495,17,0.779
187.5495,25,1.0
187.5518,5,0.286
187.5518,17,0.714
187.5518,25,1.0
187.5542,5,0.343
187.5542,17,0.642
187.5542,25,1.0
187.5567,5,0.396
187.5567,17,0.495
187.5567,25,1.0
187.5593,5,0.397
187.5593,17,0.423
187.5593,25,1.0
187.5618,5,0.397
187.5618,17,0.356
187.5618,25,1.0
187.5644,5,0.364
